Year, NodeId, Gender, IP_Key:Accessibility, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative
1997.5,3,1,Yes,33,6,3,0,2,0,0,2,2,2,0,0
1997.5,3,1,Yes,34,9,5,0,2,0,0,3,3,2,0,1
1997.5,3,1,Yes,35,8,6,0,2,0,0,2,3,2,0,0
1997.5,3,1,Yes,36,7,3,0,1,0,0,2,2,1,1,0
1997.5,3,1,Yes,37,6,3,0,1,0,0,3,4,1,0,0
1997.5,3,1,Yes,38,9,7,0,2,0,0,3,4,3,0,0
1997.5,3,1,Yes,39,6,0,0,0,0,0,1,1,0,0,0
1997.5,3,1,Yes,40,6,2,0,0,0,0,1,2,0,0,0
1997.5,3,1,Yes,41,3,1,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,42,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,43,6,3,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,44,7,2,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,45,9,5,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,46,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,47,9,5,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,48,3,2,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,49,6,3,0,0,0,0,0,0,0,1,0
1997.5,3,1,Yes,50,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,51,6,4,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,52,7,5,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,53,5,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,54,7,4,0,2,0,0,2,2,2,0,0
1997.5,3,1,Yes,55,5,4,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,56,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,57,5,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,58,6,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,59,5,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,60,5,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,61,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,62,6,4,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,63,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,64,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,65,4,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,66,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,67,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,68,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,69,3,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,70,4,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,71,6,4,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,72,4,2,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,73,1,1,0,1,0,0,1,1,1,0,0
1997.5,3,1,Yes,74,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,75,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,76,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,77,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,78,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,79,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,80,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,81,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,82,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,83,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,84,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,85,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,86,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,87,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,88,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,89,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,90,0,0,0,0,1,0,0,0,0,0,0
1997.5,3,1,Yes,91,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,92,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,93,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,94,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,95,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,96,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,97,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,98,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,Yes,99,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,0,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,1,6,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,2,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,3,6,2,0,0,1,1,0,0,0,0,0
1997.5,3,1,No,4,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,5,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,6,2,0,0,0,1,1,0,0,0,0,0
1997.5,3,1,No,7,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,8,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,9,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,10,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,11,4,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,12,4,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,13,6,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,14,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,15,5,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,16,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,17,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,18,6,5,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,19,3,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,20,4,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,21,5,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,22,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,23,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,24,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,25,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,26,6,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,27,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,28,4,4,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,29,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,30,3,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,31,5,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,32,2,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,33,4,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,34,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,35,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,36,2,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,37,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,38,3,3,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,39,4,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,40,2,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,41,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,42,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,43,5,4,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,44,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,45,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,46,2,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,47,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,48,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,49,3,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,50,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,51,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,52,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,53,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,54,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,55,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,56,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,57,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,58,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,59,2,2,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,60,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,61,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,62,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,63,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,64,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,65,2,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,66,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,67,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,68,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,69,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,70,0,0,0,0,1,0,0,0,0,0,0
1997.5,3,1,No,71,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,72,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,73,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,74,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,75,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,76,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,77,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,78,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,79,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,80,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,81,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,82,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,83,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,84,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,85,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,86,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,87,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,88,1,1,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,89,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,90,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,91,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,92,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,93,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,94,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,95,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,96,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,97,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,98,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,1,No,99,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,0,15,1,1,0,0,0,13,13,1,1,8
1997.5,4,0,Yes,1,12,1,0,0,0,0,3,12,1,0,0
1997.5,4,0,Yes,2,20,6,0,0,1,1,0,11,2,0,0
1997.5,4,0,Yes,3,15,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,4,23,4,0,0,0,0,0,1,1,0,0
1997.5,4,0,Yes,5,13,4,0,0,0,0,1,1,1,0,0
1997.5,4,0,Yes,6,18,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,7,14,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,8,20,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,9,10,3,0,0,1,1,0,0,0,0,0
1997.5,4,0,Yes,10,14,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,11,8,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,12,13,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,13,8,4,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,14,7,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,15,10,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,16,11,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,17,16,9,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,18,14,6,0,0,0,0,0,1,1,0,0
1997.5,4,0,Yes,19,15,10,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,20,11,3,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,21,8,5,0,2,0,0,2,2,2,1,0
1997.5,4,0,Yes,22,9,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,23,10,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,24,10,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,25,10,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,26,9,3,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,27,12,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,28,5,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,29,12,6,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,30,10,6,0,2,0,0,2,2,2,1,0
1997.5,4,0,Yes,31,14,8,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,32,12,4,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,33,9,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,34,14,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,35,7,4,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,36,6,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,37,8,4,0,0,1,0,0,0,0,0,0
1997.5,4,0,Yes,38,7,6,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,39,3,3,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,40,7,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,41,13,8,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,42,8,5,0,1,0,0,1,1,1,1,0
1997.5,4,0,Yes,43,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,44,8,3,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,45,8,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,46,4,3,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,47,4,1,0,1,0,0,1,1,1,1,0
1997.5,4,0,Yes,48,3,1,0,1,0,0,1,1,1,1,0
1997.5,4,0,Yes,49,6,3,0,1,0,0,1,1,1,1,0
1997.5,4,0,Yes,50,7,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,51,11,5,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,52,3,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,53,10,4,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,54,7,2,0,0,0,0,0,0,0,1,0
1997.5,4,0,Yes,55,5,3,0,0,1,0,0,0,0,0,0
1997.5,4,0,Yes,56,5,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,57,7,4,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,58,1,1,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,59,4,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,60,3,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,61,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,62,4,1,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,63,5,2,0,0,1,0,0,0,0,0,0
1997.5,4,0,Yes,64,2,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,65,6,2,0,0,1,0,0,0,0,0,0
1997.5,4,0,Yes,66,4,3,0,2,0,0,2,2,2,0,0
1997.5,4,0,Yes,67,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,68,2,2,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,69,4,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,70,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,71,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,72,2,2,0,2,0,0,2,2,2,0,0
1997.5,4,0,Yes,73,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,74,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,75,1,1,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,76,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,77,1,1,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,78,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,79,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,80,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,81,0,0,0,0,1,0,0,0,0,0,0
1997.5,4,0,Yes,82,2,1,0,1,0,0,1,1,1,0,0
1997.5,4,0,Yes,83,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,84,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,85,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,86,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,87,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,88,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,89,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,90,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,91,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,92,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,93,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,94,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,95,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,96,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,97,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,98,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,Yes,99,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,0,4,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,1,5,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,2,6,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,3,7,2,0,0,1,1,0,0,0,0,0
1997.5,4,0,No,4,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,5,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,6,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,7,4,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,8,5,3,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,9,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,10,4,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,11,3,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,12,6,3,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,13,4,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,14,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,15,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,16,5,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,17,4,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,18,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,19,4,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,20,7,5,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,21,4,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,22,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,23,3,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,24,3,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,25,4,4,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,26,4,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,27,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,28,3,3,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,29,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,30,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,31,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,32,4,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,33,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,34,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,35,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,36,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,37,3,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,38,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,39,4,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,40,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,41,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,42,3,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,43,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,44,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,45,3,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,46,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,47,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,48,2,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,49,2,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,50,2,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,51,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,52,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,53,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,54,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,55,2,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,56,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,57,3,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,58,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,59,2,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,60,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,61,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,62,2,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,63,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,64,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,65,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,66,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,67,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,68,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,69,3,2,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,70,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,71,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,72,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,73,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,74,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,75,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,76,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,77,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,78,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,79,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,80,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,81,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,82,1,1,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,83,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,84,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,85,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,86,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,87,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,88,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,89,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,90,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,91,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,92,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,93,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,94,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,95,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,96,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,97,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,98,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,0,No,99,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,0,12,0,0,0,0,0,11,11,0,0,9
1997.5,4,1,Yes,1,23,3,0,0,0,0,1,23,3,0,0
1997.5,4,1,Yes,2,13,2,0,0,0,0,0,7,1,0,0
1997.5,4,1,Yes,3,18,2,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,4,12,3,0,0,1,1,0,0,0,0,0
1997.5,4,1,Yes,5,23,9,0,0,1,1,0,1,1,0,0
1997.5,4,1,Yes,6,24,5,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,7,13,3,0,0,0,0,1,1,1,0,0
1997.5,4,1,Yes,8,14,3,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,9,14,3,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,10,16,5,0,0,1,1,0,1,1,0,0
1997.5,4,1,Yes,11,16,6,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,12,11,4,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,13,16,5,0,0,1,1,0,0,0,0,0
1997.5,4,1,Yes,14,13,4,0,0,0,0,0,0,0,0,0
1997.5,4,1,Yes,15,10,3,0,1,0,0,1,1,1,0,0
1997.5,4,1,Yes,16,9,5,0,0,0,0,0,0,0,0,1
1997.5,4,1,Yes,17,10,7,0,0,0,0,0,1,0,0,0
1997.5,4,1,Yes,18,9,7,0,2,0,0,3,3,3,3,0
